,Gender,Age,Married,NumberofDependents,City,Latitude,Longitude,NumberofReferrals,TenureinMonths,Offer,PhoneService,MultipleLines,InternetService,InternetType,AvgMonthlyGBDownload,OnlineSecurity,OnlineBackup,DeviceProtectionPlan,PremiumTechSupport,StreamingTV,StreamingMovies,StreamingMusic,UnlimitedData,Contract,PaperlessBilling,PaymentMethod,MonthlyCharge,TotalRevenue,CustomerStatus,ChurnCategory
3894,Female,39,Yes,0,Whitmore,40.637105,-121.906949,1,34,No Offer,Yes,Yes,Yes,Fiber Optic,4.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,87.45,4260.67,Churned,Price
3895,Female,49,Yes,0,Shafter,35.490705,-119.286833,1,47,No Offer,Yes,No,Yes,DSL,11.0,Yes,No,Yes,No,Yes,No,No,No,One Year,Yes,Credit Card,66.05,3369.77,Stayed,
3896,Male,21,No,0,Canby,41.486953,-120.913975,0,1,No Offer,Yes,No,Yes,DSL,69.0,No,No,No,No,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,55.25,154.44,Stayed,
3897,Female,42,Yes,0,Milpitas,37.441931,-121.878502,1,69,No Offer,Yes,Yes,Yes,Fiber Optic,27.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.95,10013.7,Churned,Competitor
3898,Female,38,No,0,Chula Vista,32.688506,-116.938632,0,70,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,No,Yes,Yes,Yes,No,No,No,No,One Year,Yes,Bank Withdrawal,90.25,7423.95,Stayed,
3899,Female,35,No,0,Sacramento,38.608405,-121.449942,0,17,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,20.15,428.11,Stayed,
3900,Male,56,Yes,0,Garden Grove,33.786738,-117.982564,1,46,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Bank Withdrawal,24.9,2023.5,Stayed,
3901,Male,29,No,3,Rocklin,38.823278,-121.281856,0,41,No Offer,Yes,No,Yes,Fiber Optic,59.0,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,111.15,5760.93,Stayed,
3902,Female,38,No,0,Hawaiian Gardens,33.830431,-118.074071,0,54,No Offer,Yes,Yes,Yes,Fiber Optic,9.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.1,7699.72,Churned,Dissatisfaction
3903,Male,46,Yes,1,San Diego,32.886925,-117.152162,4,1,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,19.9,65.67,Churned,Competitor
3904,Male,63,No,0,Beverly Hills,34.063947,-118.383001,0,8,No Offer,Yes,No,Yes,DSL,26.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Credit Card,54.75,682.29,Stayed,
3905,Female,53,No,0,Klamath River,41.816595,-122.948287,0,12,No Offer,Yes,Yes,Yes,Fiber Optic,24.0,No,No,No,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,94.2,1311.71,Churned,Price
3906,Male,51,No,3,Irvine,33.688546,-117.788091,0,33,Offer C,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.15,1380.43,Stayed,
3907,Female,57,Yes,0,Los Angeles,34.052917,-118.255178,1,21,Offer D,Yes,Yes,Yes,Fiber Optic,16.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,103.9,2279.61,Churned,Dissatisfaction
3908,Female,28,Yes,0,Santa Rosa,38.439696,-122.668817,1,12,No Offer,Yes,Yes,Yes,Fiber Optic,59.0,No,Yes,Yes,No,No,No,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.5,1404.46,Churned,Competitor
3909,Male,62,No,2,Blythe,33.674583,-114.71612,0,1,No Offer,Yes,No,Yes,DSL,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,44.0,59.66,Stayed,
3910,Male,26,Yes,3,Burney,40.946785,-121.719489,0,25,Offer C,Yes,No,Yes,Fiber Optic,59.0,No,No,No,Yes,Yes,No,No,Yes,Month-to-Month,No,Bank Withdrawal,85.9,2493.8,Stayed,
3911,Male,35,Yes,0,Glendale,34.13658,-118.245839,7,33,Offer C,Yes,No,Yes,Cable,30.0,Yes,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,74.75,4065.35,Stayed,
3912,Female,38,No,0,Orange,33.828779,-117.848299,0,11,No Offer,Yes,No,Yes,DSL,12.0,No,No,No,Yes,Yes,Yes,Yes,Yes,Month-to-Month,No,Credit Card,70.5,1353.01,Stayed,
3913,Female,57,No,0,Duncans Mills,38.445603,-123.063756,0,47,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.15,1210.23,Stayed,
3914,Male,75,No,0,San Jose,37.424655,-121.74841,0,7,No Offer,No,No PhoneService,Yes,DSL,26.0,No,Yes,No,Yes,No,Yes,No,Yes,Two Year,Yes,Bank Withdrawal,44.4,265.8,Stayed,
3915,Male,22,No,0,Lemoore,36.303666,-119.825657,0,49,Offer B,No,No PhoneService,Yes,Cable,58.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,30.2,1453.1,Stayed,
3916,Male,54,Yes,0,Sausalito,37.848641,-122.515692,1,49,Offer B,Yes,Yes,Yes,Fiber Optic,22.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.05,5843.03,Churned,Competitor
3917,Female,38,Yes,0,Temecula,33.507255,-117.029473,5,55,No Offer,Yes,Yes,Yes,Fiber Optic,4.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,77.75,5525.7,Churned,Competitor
3918,Female,49,Yes,0,Citrus Heights,38.69549,-121.307864,0,20,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.25,1335.85,Stayed,
3919,Female,79,Yes,0,Friant,37.027663,-119.69056,8,28,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Mailed Check,25.7,1450.56,Stayed,
3920,Male,69,No,0,Concord,38.013825,-122.039144,0,1,No Offer,Yes,No,Yes,Fiber Optic,5.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.75,103.59,Churned,Competitor
3921,Female,36,Yes,0,Butte City,39.449794,-121.936372,2,4,No Offer,Yes,No,Yes,Cable,3.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.7,262.13,Stayed,
3922,Female,24,No,0,La Grange,37.666587,-120.411517,0,42,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,20.75,1613.47,Stayed,
3923,Male,46,No,0,Lakeport,39.080469,-122.955176,0,1,No Offer,Yes,No,Yes,Fiber Optic,14.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.9,89.26,Stayed,
3924,Male,38,No,0,San Francisco,37.773147,-122.411287,0,4,No Offer,Yes,No,Yes,DSL,30.0,No,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,56.4,317.89,Stayed,
3925,Female,52,No,0,Oak View,34.404544,-119.302118,0,41,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,20.45,1410.28,Stayed,
3926,Male,42,No,0,Burbank,34.169706,-118.323548,0,13,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,19.95,469.55,Stayed,
3927,Male,33,Yes,1,Glendale,34.13658,-118.245839,3,50,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,24.95,2376.45,Stayed,
3928,Female,70,No,0,Moorpark,34.312945,-118.858169,0,1,No Offer,Yes,No,Yes,Fiber Optic,30.0,No,No,No,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,69.85,153.3,Churned,Dissatisfaction
3929,Male,49,No,0,Santa Rosa,38.394091,-122.739814,0,1,No Offer,Yes,No,Yes,DSL,28.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,45.3,79.67,Churned,Dissatisfaction
3930,Female,67,Yes,1,Copperopolis,37.943954,-120.67108,6,66,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,104.9,9490.53,Stayed,
3931,Male,61,No,3,Bloomington,34.059722,-117.39104,0,10,Offer D,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,24.8,568.6,Stayed,
3932,Female,78,Yes,0,Hermosa Beach,33.86532,-118.396336,1,2,Offer E,Yes,Yes,Yes,Fiber Optic,18.0,No,No,Yes,No,No,No,No,Yes,Month-to-Month,No,Bank Withdrawal,79.2,208.31,Churned,Price
3933,Male,21,Yes,0,San Andreas,38.196497,-120.61689,1,1,Offer E,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Mailed Check,19.65,43.06,Stayed,
3934,Female,57,No,0,Encino,34.150354,-118.518292,0,2,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.35,40.02,Stayed,
3935,Female,80,No,0,Thermal,33.53604,-116.119222,0,1,Offer E,Yes,No,Yes,Fiber Optic,17.0,No,No,Yes,No,No,No,No,No,Month-to-Month,Yes,Bank Withdrawal,75.3,130.39,Churned,Dissatisfaction
3936,Female,76,No,0,Escondido,33.141265,-116.967221,0,16,No Offer,Yes,Yes,Yes,Fiber Optic,16.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.15,2149.2,Churned,Other
3937,Male,47,Yes,3,Madeline,41.042003,-120.506086,1,27,No Offer,Yes,No,Yes,Fiber Optic,53.0,Yes,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,80.65,2633.92,Stayed,
3938,Male,58,No,0,Porterville,36.008958,-118.891593,0,58,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,20.3,2828.0,Stayed,
3939,Male,70,Yes,0,Richmond,37.945288,-122.383941,1,3,Offer E,Yes,Yes,Yes,Fiber Optic,27.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,94.6,376.48,Churned,Competitor
3940,Female,36,No,0,San Diego,32.827238,-117.089287,0,8,Offer E,Yes,No,Yes,Cable,16.0,No,Yes,No,Yes,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,65.45,853.41,Stayed,
3941,Male,52,Yes,0,Winters,38.578604,-122.024579,8,71,Offer A,Yes,Yes,Yes,Fiber Optic,28.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,One Year,Yes,Bank Withdrawal,105.7,9538.96,Stayed,
3942,Female,63,Yes,0,Canoga Park,34.19829,-118.602203,1,9,Offer E,Yes,Yes,Yes,Fiber Optic,5.0,No,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,85.35,932.54,Churned,Dissatisfaction
3943,Female,67,Yes,0,San Diego,32.787836,-117.232376,1,28,Offer C,Yes,Yes,Yes,Fiber Optic,20.0,No,No,No,Yes,Yes,Yes,No,Yes,Month-to-Month,Yes,Credit Card,101.3,3272.24,Churned,Competitor
3944,Female,33,Yes,0,Encinitas,33.054579,-117.25665,1,3,No Offer,Yes,Yes,Yes,Fiber Optic,29.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,75.15,261.81,Churned,Attitude
3945,Female,25,No,0,Santa Rosa,38.468893,-122.580539,0,22,No Offer,Yes,No,Yes,Fiber Optic,52.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Mailed Check,84.3,2495.19,Churned,Competitor
3947,Male,46,No,0,Los Angeles,33.949255,-118.246978,0,34,No Offer,Yes,No,Yes,DSL,16.0,Yes,No,Yes,No,No,No,No,Yes,One Year,No,Mailed Check,56.95,2470.56,Stayed,
3948,Male,21,No,0,Buellton,34.631362,-120.238218,0,46,Offer B,Yes,Yes,Yes,Fiber Optic,73.0,Yes,No,No,No,Yes,No,No,Yes,Month-to-Month,Yes,Credit Card,89.15,5982.05,Stayed,
3949,Female,54,No,0,San Jose,37.186141,-121.843554,0,15,Offer D,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Bank Withdrawal,19.75,894.9,Churned,Other
3950,Female,20,Yes,2,South Gate,33.944624,-118.192615,9,58,No Offer,Yes,No,Yes,Fiber Optic,76.0,Yes,Yes,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,99.25,8111.55,Stayed,
3951,Male,19,Yes,2,San Diego,33.017518,-117.118456,1,44,No Offer,No,No PhoneService,Yes,Cable,59.0,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Two Year,Yes,Credit Card,54.05,2327.75,Stayed,
3952,Male,41,Yes,0,Alhambra,34.074736,-118.145959,1,1,Offer E,Yes,No,Yes,Fiber Optic,18.0,No,No,No,No,No,No,No,No,Month-to-Month,No,Bank Withdrawal,70.0,99.15,Churned,Other
3953,Male,51,No,0,Bayside,40.825486,-124.049485,0,22,No Offer,Yes,Yes,Yes,Fiber Optic,17.0,Yes,No,No,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,100.75,2885.46,Churned,Other
3954,Female,44,Yes,0,Lompoc,34.757477,-120.550507,1,20,No Offer,No,No PhoneService,Yes,DSL,10.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,24.45,482.8,Churned,Other
3955,Female,62,Yes,1,Gardena,33.90139,-118.315697,1,8,Offer E,Yes,No,Yes,DSL,18.0,Yes,Yes,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,54.65,792.49,Stayed,
3956,Female,60,Yes,3,Boonville,39.025867,-123.381544,6,24,No Offer,Yes,Yes,Yes,Fiber Optic,53.0,No,Yes,Yes,No,No,No,No,Yes,One Year,No,Bank Withdrawal,83.15,3027.85,Stayed,
3957,Female,48,No,0,Squaw Valley,36.719141,-119.202677,0,1,Offer E,Yes,No,Yes,Fiber Optic,23.0,No,No,Yes,No,Yes,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,85.45,108.42,Churned,Price
3958,Female,39,No,0,Myers Flat,40.267158,-123.805913,0,72,Offer A,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,25.45,2352.45,Stayed,
3959,Female,73,No,0,Oakland,37.834341,-122.26437,0,14,No Offer,Yes,Yes,Yes,Fiber Optic,3.0,No,No,Yes,No,No,No,No,Yes,Two Year,Yes,Bank Withdrawal,80.35,1128.15,Stayed,
3960,Male,48,Yes,2,Ventura,34.278697,-119.167798,6,2,Offer E,Yes,No,Yes,Fiber Optic,19.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,69.95,202.1,Stayed,
3961,Male,60,No,0,Los Angeles,33.958149,-118.308441,0,6,No Offer,Yes,No,Yes,DSL,22.0,No,No,No,Yes,No,No,No,Yes,Month-to-Month,Yes,Credit Card,49.5,473.26,Stayed,
3962,Female,58,No,0,Independence,36.869584,-118.189241,0,12,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.3,730.11,Stayed,
3963,Female,61,No,0,Thousand Palms,33.849263,-116.382778,0,7,No Offer,Yes,No,Yes,Fiber Optic,4.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,69.85,707.67,Stayed,
3964,Male,77,Yes,0,Montebello,34.015217,-118.109962,0,72,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Bank Withdrawal,25.0,3860.9,Stayed,
3965,Female,23,Yes,0,Rosamond,34.903052,-118.411251,4,10,No Offer,Yes,Yes,Yes,Fiber Optic,42.0,Yes,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,78.15,1145.45,Stayed,
3966,Female,77,No,0,Hemet,33.644585,-116.871544,0,20,No Offer,Yes,Yes,Yes,Fiber Optic,12.0,No,Yes,Yes,No,No,Yes,No,No,Month-to-Month,Yes,Bank Withdrawal,94.1,2837.0,Churned,Competitor
3967,Female,44,No,0,Suisun City,38.197907,-122.017258,0,15,Offer D,Yes,Yes,Yes,Fiber Optic,4.0,Yes,No,Yes,No,No,No,No,Yes,Month-to-Month,Yes,Credit Card,84.35,1395.95,Stayed,
3968,Female,56,No,0,Wilseyville,38.392686,-120.415951,0,58,No Offer,Yes,No,Yes,DSL,16.0,Yes,Yes,Yes,Yes,No,No,No,Yes,Two Year,Yes,Credit Card,64.9,5504.71,Stayed,
3969,Male,30,No,3,Desert Center,33.889605,-115.257009,0,20,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,19.4,830.1,Churned,Attitude
3970,Female,25,Yes,0,Lemon Grove,32.733564,-117.033713,1,46,Offer B,Yes,Yes,Yes,DSL,82.0,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,No,Bank Withdrawal,53.1,4517.84,Stayed,
3971,Male,47,No,0,Santa Maria,34.943523,-120.256729,0,4,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,No,Credit Card,19.95,95.64,Stayed,
3972,Female,53,Yes,1,Duncans Mills,38.445603,-123.063756,9,35,No Offer,Yes,Yes,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,Yes,Credit Card,25.4,2096.05,Stayed,
3973,Female,19,No,0,Santa Cruz,37.031404,-121.981865,0,1,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,No,Credit Card,20.95,61.43,Churned,Price
3974,Female,43,No,0,Citrus Heights,38.69508,-121.271616,0,9,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Month-to-Month,Yes,Bank Withdrawal,19.5,601.31,Stayed,
3975,Female,50,No,0,Chatsworth,34.294142,-118.603883,0,20,No Offer,Yes,Yes,Yes,Fiber Optic,25.0,Yes,No,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,89.1,2388.42,Stayed,
3976,Female,44,No,1,Big Bear Lake,34.242058,-116.89802,0,35,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Credit Card,20.1,1537.7,Stayed,
3977,Male,46,No,0,Riverside,34.004379,-117.447864,0,21,No Offer,Yes,Yes,Yes,Fiber Optic,9.0,No,No,No,No,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,84.1,2767.5,Stayed,
3978,Female,76,No,0,Bloomington,34.059722,-117.39104,0,49,No Offer,Yes,Yes,Yes,Fiber Optic,14.0,Yes,No,No,No,Yes,Yes,Yes,Yes,One Year,No,Credit Card,101.55,6287.56,Stayed,
3979,Female,51,No,3,El Segundo,33.917145,-118.401554,0,3,Offer E,Yes,No,Yes,DSL,56.0,Yes,No,No,Yes,No,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,64.5,356.05,Stayed,
3980,Female,51,No,0,Reedley,36.636638,-119.421842,0,47,Offer B,Yes,Yes,Yes,Fiber Optic,10.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,106.35,5532.48,Stayed,
3981,Male,28,No,1,Walnut Creek,37.916648,-122.008483,0,13,Offer D,Yes,No,Yes,Cable,59.0,Yes,No,No,No,No,No,Yes,Yes,Month-to-Month,Yes,Credit Card,52.1,919.86,Stayed,
3982,Female,23,No,0,Auberry,36.991762,-119.242874,0,30,No Offer,No,No PhoneService,Yes,Cable,42.0,No,No,No,Yes,No,Yes,Yes,Yes,One Year,Yes,Credit Card,40.35,1187.05,Stayed,
3983,Female,29,Yes,0,Oregon House,39.342587,-121.249833,1,58,No Offer,Yes,Yes,Yes,DSL,59.0,Yes,No,Yes,Yes,Yes,Yes,Yes,Yes,Two Year,Yes,Bank Withdrawal,84.3,6730.06,Stayed,
3984,Female,60,Yes,0,Mc Farland,35.666886,-119.186717,6,53,Offer B,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,One Year,Yes,Bank Withdrawal,19.85,1626.33,Stayed,
3985,Female,69,No,0,Delano,35.772244,-119.209689,0,2,No Offer,Yes,Yes,Yes,Fiber Optic,19.0,No,Yes,No,No,No,Yes,Yes,Yes,Month-to-Month,No,Bank Withdrawal,89.5,256.44,Churned,Attitude
3986,Female,71,Yes,0,Santa Ysabel,33.174725,-116.743329,1,60,Offer B,Yes,Yes,Yes,Fiber Optic,25.0,No,Yes,Yes,No,Yes,Yes,Yes,No,Month-to-Month,Yes,Bank Withdrawal,105.9,8713.85,Stayed,
3987,Male,27,Yes,1,Alturas,41.468877,-120.54229,8,8,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Credit Card,19.7,222.81,Stayed,
3988,Male,76,No,0,Clipper Mills,39.562239,-121.14836,0,2,Offer E,Yes,No,Yes,Fiber Optic,20.0,No,Yes,Yes,Yes,No,Yes,No,Yes,Month-to-Month,Yes,Credit Card,95.1,206.17,Churned,Dissatisfaction
3989,Male,34,No,0,Alderpoint,40.166028,-123.584144,0,51,Offer B,Yes,No,Yes,Fiber Optic,2.0,No,Yes,Yes,No,Yes,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,99.0,7196.98,Stayed,
3990,Male,68,Yes,0,Davenport,37.114335,-122.237162,1,27,Offer C,No,No PhoneService,Yes,DSL,25.0,No,No,No,No,No,Yes,No,No,Month-to-Month,No,Bank Withdrawal,36.5,1062.0,Churned,Dissatisfaction
3991,Female,61,No,0,San Diego,32.886925,-117.152162,0,12,No Offer,Yes,No,Yes,Fiber Optic,16.0,No,No,Yes,No,Yes,Yes,Yes,Yes,One Year,No,Mailed Check,95.5,1532.87,Churned,Competitor
3992,Female,48,No,0,Kernville,35.852892,-118.397782,0,4,Offer E,No,No PhoneService,Yes,Cable,16.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,24.25,96.05,Churned,Competitor
3993,Male,60,No,0,Lakeport,39.080469,-122.955176,0,31,No Offer,Yes,Yes,Yes,Fiber Optic,12.0,No,Yes,No,No,No,No,No,Yes,Month-to-Month,Yes,Bank Withdrawal,81.15,3944.1,Stayed,
3994,Male,45,No,0,San Leandro,37.704384,-122.126703,0,10,Offer D,Yes,No,Yes,DSL,14.0,No,No,No,No,No,No,No,Yes,Month-to-Month,No,Credit Card,46.0,627.2,Stayed,
3995,Female,53,Yes,0,San Diego,32.677716,-117.047666,3,41,No Offer,Yes,No,Yes,Fiber Optic,16.0,No,Yes,Yes,Yes,No,No,No,Yes,One Year,Yes,Bank Withdrawal,86.2,3881.48,Stayed,
3996,Female,69,No,0,Vacaville,38.419088,-122.024568,0,18,No Offer,Yes,No,Yes,Cable,23.0,No,Yes,No,No,No,No,No,Yes,One Year,Yes,Credit Card,49.85,1606.09,Stayed,
3997,Female,45,Yes,3,Danville,37.815459,-121.977203,7,32,No Offer,Yes,No,Yes,Fiber Optic,57.0,No,Yes,No,No,Yes,No,No,No,Month-to-Month,Yes,Bank Withdrawal,86.1,3706.87,Stayed,
3998,Female,37,No,0,Sutter Creek,38.432145,-120.77069,0,10,No Offer,Yes,Yes,Yes,Fiber Optic,21.0,No,No,No,No,No,No,No,Yes,Month-to-Month,Yes,Mailed Check,75.75,1175.8,Stayed,
3999,Male,66,No,0,Coalinga,36.186867,-120.387793,0,49,Offer B,Yes,Yes,Yes,Fiber Optic,2.0,No,No,No,No,Yes,Yes,No,Yes,Month-to-Month,Yes,Bank Withdrawal,96.2,6303.89,Churned,Attitude
4000,Male,29,No,0,Greenbrae,37.946617,-122.563571,0,62,No Offer,Yes,No,No,No Internet Service,0.0,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,No Internet Service,Two Year,No,Bank Withdrawal,19.85,2132.19,Stayed,
4001,Male,48,Yes,0,Victorville,34.486835,-117.362274,10,42,Offer B,No,No PhoneService,Yes,Cable,8.0,Yes,No,Yes,Yes,Yes,No,No,Yes,Two Year,No,Credit Card,48.15,2032.3,Stayed,
4002,Male,65,Yes,0,La Canada Flintridge,34.234912,-118.153729,0,72,No Offer,Yes,Yes,Yes,Fiber Optic,30.0,No,Yes,No,No,Yes,Yes,Yes,Yes,Two Year,No,Bank Withdrawal,98.35,10141.32,Stayed,
4003,Female,21,No,0,Montebello,34.015217,-118.109962,0,24,No Offer,Yes,Yes,Yes,Fiber Optic,52.0,No,No,No,Yes,No,Yes,Yes,Yes,Month-to-Month,Yes,Bank Withdrawal,89.55,2693.03,Stayed,
